Player Name,BadTimeWithScar,BdoubleO100,Biffa001,Biffa2001,CamM77,Cojomax99,Cub_Cam,Docm77,Duke_da_dog,EvilXisuma,GoodTimeWithScar,Grian,Grianch,HumanCleo,ImpulseCam,Jessassin,Jevination,Jura_Whitey,Kamalis1,Keralis1,Mumbo,MumboJumbo,PhoenixfireLune,PokePugx,PythonCam,PythonGB,Renthedog,Stressmonster101,Stressmonsterin,Tango,TangoCam,Tinfoilchef,TwoMuchGrian,WFRTNews,WelsCam,Welsknight,Xisuma,ZedCam,Zedaph,ZombieCleo,cubfan135,falsesymmetry,iJevin,impulseSV,isGall85,iskall85,joehillssays,joehillssees,renthebob,truesymmetry,tterrag,xBCrafted,xisumavoid
minecraft.crafted.orange_dye,0,4,0,2,0,0,0,138,0,0,767,2404,0,0,0,0,0,0,0,0,0,80,0,0,0,64,944,322,0,147,0,2,0,0,0,266,3369,0,163,28,794,612,406,64,0,396,146,0,0,0,0,0,0
minecraft.crafted.orange_glazed_terracotta,0,0,0,79,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,64,32,32,0,0,0,24,557,0,0,0,0,0,0
minecraft.crafted.orange_shulker_box,0,0,0,0,0,0,0,2,0,0,14,1,0,0,0,0,0,0,0,0,0,7,0,0,0,15,7,3,0,1,0,0,0,0,0,0,15,0,2,1,176,6,1,0,0,43,2,0,0,0,0,0,0
minecraft.crafted.orange_stained_glass,0,0,0,0,0,0,0,0,0,0,1448,0,0,0,0,0,0,0,0,0,0,160,0,0,0,136,2312,0,0,8,0,0,0,0,0,2000,272,0,272,8,128,72,0,128,0,0,728,0,0,0,0,0,0
minecraft.crafted.orange_stained_glass_pane,0,0,0,0,0,0,0,0,0,0,408,128,0,0,0,0,0,0,0,0,0,16,0,0,0,352,2424,0,0,112,0,0,0,0,0,16,144,0,0,16,288,48,0,1344,0,0,16,0,0,0,0,0,0
minecraft.crafted.orange_terracotta,0,0,0,8,0,0,0,0,0,0,384,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,544,0,8,0,0,0,0,0,0,512,0,0,0,2308,2040,0,0,0,96,128,0,0,0,0,0,0
minecraft.crafted.orange_wool,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,64,0,1,0,0,0,0,0,0,3,16,6,13,0,0,0,128,0,0,0,0,0,0,0
minecraft.crafted.packed_ice,0,0,0,0,0,0,0,5,0,0,0,37,0,0,0,0,0,0,0,0,0,378,0,0,0,1,3623,10723,0,139,0,72,0,0,0,0,68,0,0,0,102,356,0,30,0,717,1,0,0,0,0,0,0
minecraft.crafted.painting,0,32,0,0,0,0,0,21,0,0,18,150,0,0,0,0,0,0,0,6,0,20,0,0,0,27,48,13,0,6,0,64,0,0,0,31,1726,0,0,27,144,286,25,4,0,0,11,0,0,0,0,0,0
minecraft.crafted.paper,0,84,0,771,0,0,0,2517,0,0,49563,50625,0,3,0,0,0,0,0,2316,0,22711,0,0,0,6207,69466,3186,0,87808,0,10657,0,0,0,5712,15624,0,7656,606,104333,21694,72536,76745,0,36432,11131,0,0,0,0,0,0
minecraft.crafted.pink_banner,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0
minecraft.crafted.pink_bed,0,3,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,2,0,0,0,14,2,0,0,0,3,0,0,0,0,0,0,0
minecraft.crafted.pink_carpet,0,0,0,0,0,0,0,0,0,0,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,0,0,0,0,0,0,0,0,6,3,0,0,3,117,312,30,0,0,105,27,0,0,0,0,0,0
minecraft.crafted.pink_concrete_powder,0,0,0,0,0,0,0,0,0,0,1032,424,0,8,0,0,0,0,0,0,0,8,0,0,0,256,8,0,0,8,0,0,0,0,0,64,384,0,8,0,624,200,136,0,0,56,8,0,0,0,0,0,0
minecraft.crafted.pink_dye,0,34,0,3,0,0,0,360,0,0,715,2068,0,0,0,0,0,0,0,0,0,14,0,0,0,128,399,66,0,341,0,4,0,0,0,266,1967,0,87,4,960,526,124,2,0,224,27,0,0,0,0,0,0
minecraft.crafted.pink_glazed_terracotta,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
minecraft.crafted.pink_shulker_box,0,0,0,0,0,0,0,4,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,3,0,1,0,0,0,0,0,0,8,0,1,0,33,2,1,0,0,18,0,0,0,0,0,0,0
minecraft.crafted.pink_stained_glass,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,8,0,0,0,64,352,464,0,864,0,0,0,0,0,1808,16,0,0,0,664,0,0,0,0,16,0,0,0,0,0,0,0
minecraft.crafted.pink_stained_glass_pane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,96,0,0,0,0,0,0,0,0,16,544,0,0,0,128,0,0,0,0,16,0,0,0,0,0,0,0
minecraft.crafted.pink_terracotta,0,0,0,8,0,0,0,0,0,0,864,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5376,40,0,0,0,92,0,0,0,0,0,0,0
minecraft.crafted.pink_wool,0,31,0,0,0,0,0,0,0,0,204,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,1,0,1,0,0,0,0,0,0,0,0,39,0,0,2,0,136,19,0,0,0,0,0,0
minecraft.crafted.piston,0,15,0,1,0,0,0,1189,0,0,5887,700,0,1,0,0,0,0,0,44,0,2200,0,0,0,22,14,300,0,869,0,381,0,0,0,186,1437,0,206,13,2138,229,371,1962,0,1318,2,0,0,0,0,1,0
minecraft.crafted.player_head,0,34,0,186,0,0,0,78,0,0,432,2108,0,91,0,0,0,0,0,0,0,0,0,0,0,3,100,249,0,253,0,0,0,0,0,6,207,0,1,938,306,160,515,204,0,407,58,0,0,0,0,0,0
minecraft.crafted.polished_andesite,0,44,0,0,0,0,0,2856,0,0,14892,248,0,0,0,0,0,0,0,128,0,292,0,0,0,192,3308,104,0,852,0,3536,0,0,0,3176,7744,0,1332,200,17888,17444,344,1168,0,4180,160,0,0,0,0,4,0
minecraft.crafted.polished_andesite_slab,0,0,0,0,0,0,0,414,0,0,3646,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,30,0,0,0,0,0,0,522,0,918,384,1502,1542,0,0,0,160,0,0,0,0,0,0,0
minecraft.crafted.polished_andesite_stairs,0,0,0,0,0,0,0,0,0,0,1704,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,488,0,0,0,0,0,0,144,0,8,0,1088,568,0,0,0,320,0,0,0,0,0,0,0
minecraft.crafted.polished_diorite,0,28,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,60,0,156,0,0,0,128,456,0,0,100,0,8352,0,0,0,4,1228,0,0,0,3756,512,76,1192,0,780,24,0,0,0,0,928,0
minecraft.crafted.polished_diorite_slab,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,0,0,0,0,6,0,0,0,1516,0,6,126,0,0,0,0,0,0,0,0,0
minecraft.crafted.polished_diorite_stairs,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,192,0,0,0,240,0,0,160,0,0,0,0,0,0,0,0,0
minecraft.crafted.polished_granite,0,44,0,0,0,0,0,196,0,0,1752,12,0,0,0,0,0,0,0,0,0,20,0,0,0,256,432,0,0,8,0,512,0,0,0,524,2540,0,16,0,6732,1076,8,236,0,1028,2644,0,0,0,0,0,0
minecraft.crafted.polished_granite_slab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,270,0,0,0,338,64,0,0,0,0,756,0,0,0,0,0,0
minecraft.crafted.polished_granite_stairs,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,48,0,0,0,400,8,0,0,0,0,2083,0,0,0,0,0,0
minecraft.crafted.popped_chorus_fruit,0,0,0,0,0,0,0,0,0,0,518,0,0,0,0,0,0,0,0,30,0,0,0,0,0,1344,0,0,0,564,0,0,0,0,0,0,0,0,76,0,256,14,17,27,0,0,0,0,0,0,0,0,0
minecraft.crafted.powered_rail,0,0,0,24,0,0,0,150,0,0,2064,582,0,0,0,0,0,0,0,0,0,3480,0,0,0,72,1476,1938,0,1662,0,228,0,0,0,1296,4318,0,72,18,1480,1164,132,2424,0,3252,372,0,0,0,0,0,0
minecraft.crafted.prismarine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,92,1519,0,0,0,0,0,0,0,0,2816,0,0,0,3256,64,11,0,0,6784,16,0,0,0,0,51,0
minecraft.crafted.prismarine_brick_slab,0,0,0,70,0,0,0,6,0,0,18,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,72,0,0,0,0,0,0,5064,0,174,0,3532,2034,42,0,0,684,0,0,0,0,0,12,0
minecraft.crafted.prismarine_brick_stairs,0,0,0,984,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,532,0,8,0,124,752,64,0,0,0,0,0,0,0,0,72,0
minecraft.crafted.prismarine_bricks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,143,0,0,0,0,0,0,13083,0,0,0,4331,248,0,0,0,6902,12,0,0,0,0,48,0
minecraft.crafted.prismarine_slab,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,72,6,0,0,0,0,0,0,0,0,3774,0,0,0,150,854,72,0,0,610,0,0,0,0,0,0,0
minecraft.crafted.prismarine_stairs,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,28,0,0,0,0,0,0,0,0,40,0,0,0,468,472,120,0,0,176,0,0,0,0,0,0,0
minecraft.crafted.prismarine_wall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,30,420,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.pumpkin_pie,0,0,0,34,0,0,0,58,0,0,492,0,0,0,0,0,0,0,0,0,0,129,0,0,0,224,32,48,0,22,0,8,0,0,0,0,0,0,2,13,2678,10,48,23,0,446,0,0,0,0,0,0,0
minecraft.crafted.pumpkin_seeds,0,4,0,0,0,0,0,0,0,0,0,136,0,0,0,24,0,0,0,0,0,2064,0,0,0,8,112,64,0,0,0,0,0,0,0,0,116,0,36,12,0,0,100,2896,0,300,16,0,0,0,0,0,0
minecraft.crafted.purple_banner,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,50,0,9,0,13,0,0,0,0,0,0,14,0,0,0,39,18,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.purple_bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,2,9,27,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.purple_carpet,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,33,0,0,198,0,0,0,0,0,6,24,0,0,0,162,894,0,192,0,117,0,0,0,0,0,0,0
minecraft.crafted.purple_concrete_powder,0,0,0,0,0,0,0,0,0,0,1456,0,0,0,0,0,0,0,0,0,0,8,0,0,0,640,8,376,0,3984,0,0,0,0,0,64,304,0,448,8,576,2744,24,0,0,72,0,0,0,0,0,0,0
minecraft.crafted.purple_dye,0,0,0,2,0,0,0,0,0,0,1092,1948,0,0,0,0,0,0,0,0,0,8,0,0,0,274,104,120,0,728,0,2,0,0,0,388,1850,0,232,34,1248,460,32,0,0,174,28,0,0,0,0,0,0
minecraft.crafted.purple_glazed_terracotta,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,128,0,0,0,0,0,88,0,0,0,0,0,0
minecraft.crafted.purple_shulker_box,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,0,3,0,0,0,0,0,0,11,0,3,1,77,10,1,0,0,1,0,0,0,0,0,0,0
minecraft.crafted.purple_stained_glass,0,0,0,0,0,0,0,0,0,0,2528,0,0,0,0,0,0,0,0,0,0,8,0,0,0,288,296,48,0,592,0,0,0,0,0,2832,56,0,0,8,1488,88,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.purple_stained_glass_pane,0,0,0,0,0,0,0,0,0,0,352,160,0,0,0,0,0,0,0,0,0,16,0,0,0,784,96,144,0,272,0,0,0,0,0,16,64,0,0,16,336,32,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.purple_terracotta,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1024,0,6032,112,0,0,0,0,200,0,0,0,0,0,0
minecraft.crafted.purple_wool,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,133,0,1,0,0,0,0,12,0,0,22,12,12,0,0,0,65,0,0,0,0,0,0,0
minecraft.crafted.purpur_block,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0,0,0,256,0,0,0,0,480,0,0,0,1448,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.purpur_pillar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,7,0,0,0,0,0,0,71,0,0,0,406,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.purpur_slab,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,180,0,0,0,964,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.purpur_stairs,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,8,0,0,16,0,0,0,0,0,0,544,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.quartz_block,0,83,0,54,0,0,0,1931,0,0,30627,11631,0,28,0,0,0,0,0,28,0,5338,0,0,0,10702,10007,298,0,1259,0,180,0,0,0,2845,3012,0,346,583,4822,7816,1196,2334,0,8262,171,0,0,0,0,21,0
minecraft.crafted.quartz_pillar,0,0,0,0,0,0,0,256,0,0,310,684,0,0,0,0,0,0,0,26,0,14,0,0,0,8850,1614,0,0,0,0,30,0,0,0,448,262,0,280,64,1128,2114,178,1303,0,952,16,0,0,0,0,4,0
minecraft.crafted.quartz_slab,0,2,0,0,0,0,0,636,0,0,3302,5710,0,0,0,0,0,0,0,1184,0,7739,0,0,0,3674,8466,360,0,656,0,0,0,0,0,1686,1202,0,94,396,1394,5760,810,2034,0,5368,36,0,0,0,0,6,0
minecraft.crafted.quartz_stairs,0,0,0,0,0,0,0,1152,0,0,1912,800,0,16,0,0,0,0,0,128,0,968,0,0,0,3488,2960,80,0,504,0,16,0,0,0,1672,976,0,56,192,968,1720,488,1784,0,720,72,0,0,0,0,8,0
minecraft.crafted.rabbit_stew,0,0,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,14,0,0,0,0,0,0,0
minecraft.crafted.rail,0,16,0,32,0,0,0,2365,0,0,2576,2048,0,0,0,0,0,0,0,16,0,6124,0,0,0,224,3488,1760,0,3936,0,1168,0,0,0,272,3368,0,16,128,608,3473,304,6566,0,5655,160,0,0,0,0,0,0
minecraft.crafted.red_banner,0,1,0,0,0,0,0,36,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,37,0,0,0,0,0,0,113,0,0,16,749,25,0,0,0,54,30,0,0,0,0,0,0
minecraft.crafted.red_bed,0,5,0,0,0,0,0,1,0,0,71,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,3,0,0,0,0,0,2,1,0,2,1,12,26,0,15,0,12,5,0,0,0,0,0,0
minecraft.crafted.red_carpet,0,12,0,0,0,0,0,282,0,0,183,114,0,0,0,0,0,0,0,0,0,0,0,0,0,181,279,0,0,210,0,0,0,0,0,9,1197,0,0,159,1182,9477,327,498,0,351,39,0,0,0,0,0,0
minecraft.crafted.red_concrete_powder,0,0,0,0,0,0,0,16,0,0,3528,864,0,0,0,0,0,0,0,0,0,8,0,0,0,448,4504,344,0,2512,0,0,0,0,0,192,560,0,72,40,2144,2272,1440,1424,0,384,0,0,0,0,0,0,0
minecraft.crafted.red_dye,0,10,0,0,0,0,0,743,0,0,3218,4971,0,0,0,0,0,0,0,0,0,132,0,0,0,461,1979,438,0,1465,0,17,0,0,0,797,13824,0,435,260,3717,1672,2430,767,0,2000,290,0,0,0,0,0,0
minecraft.crafted.red_glazed_terracotta,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,0,0,0,24,878,0,0,0,0,0,0
minecraft.crafted.red_nether_brick_slab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926,0,0,42,0,0,0,0,0,0,320,0,0,0,12,20,0,390,0,0,0,0,0,0,0,0,0
minecraft.crafted.red_nether_brick_stairs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,0,0,0,0,0,0,0,0,0,256,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.red_nether_brick_wall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.red_nether_bricks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12146,0,0,3391,0,0,0,0,0,0,1653,0,64,0,1622,155,0,938,0,0,56,0,0,0,0,0,0
minecraft.crafted.red_sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
minecraft.crafted.red_sandstone,0,0,0,0,0,0,0,1585,0,0,6450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2179,0,0,0,4286,0,21,0,0,0,9,0,0,0,0,0,0
minecraft.crafted.red_sandstone_slab,0,0,0,0,0,0,0,3048,0,0,1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,1700,0,6,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.red_sandstone_stairs,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,48,0,0,0,0,0,8,0,0,0,0,0,0
minecraft.crafted.red_shulker_box,0,1,0,0,0,0,0,10,0,0,30,4,0,0,0,0,0,0,0,0,0,8,0,0,0,15,16,3,0,3,0,1,0,0,0,1,29,0,2,4,104,16,9,2,0,52,6,0,0,0,0,0,0
minecraft.crafted.red_stained_glass,0,0,0,0,0,0,0,8,0,0,2184,416,0,0,0,0,0,0,0,0,0,48,0,0,0,352,1848,0,0,1880,0,0,0,0,0,3344,3248,0,0,8,640,128,12064,872,0,888,344,0,0,0,0,0,0
minecraft.crafted.red_stained_glass_pane,0,0,0,0,0,0,0,16,0,0,368,416,0,0,0,0,0,0,0,0,0,32,0,0,0,1040,1360,0,0,1456,0,0,0,0,0,16,576,0,0,16,368,64,0,912,0,192,224,0,0,0,0,0,0
minecraft.crafted.red_terracotta,0,0,0,8,0,0,0,0,24,0,1104,1888,0,0,0,0,0,0,0,0,0,16,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1600,0,128,0,5144,2680,0,0,0,3227,376,0,0,0,0,0,0
minecraft.crafted.red_wool,0,2,0,0,0,0,0,186,0,0,424,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,95,0,0,411,0,1,0,0,0,3,6139,0,27,176,249,0,91,280,0,756,29,0,0,0,0,0,0
minecraft.crafted.redstone,0,243,0,117,0,0,0,6291,0,0,69806,10273,0,18,0,0,0,0,0,99,0,13053,0,0,0,90,5798,3582,0,7407,0,5517,0,0,0,1278,18229,0,2538,1605,16133,4348,5054,16600,0,33294,3990,0,0,0,0,0,0
minecraft.crafted.redstone_block,0,1133,0,955,0,0,0,241,0,0,9127,657,0,7,0,14,0,0,0,112,0,1877,0,0,0,41,4578,1164,0,610,0,8824,0,0,0,678,4474,0,422,1356,5398,601,670,954,0,2918,1027,0,0,0,0,535,0
minecraft.crafted.redstone_lamp,0,0,0,0,0,0,0,63,0,0,1243,16,0,0,0,0,0,0,0,0,0,130,0,0,0,256,319,27,0,8,0,8,0,0,0,32,232,0,46,15,364,364,251,879,0,575,52,0,0,0,0,0,0
minecraft.crafted.redstone_torch,0,218,0,6,0,0,0,2834,0,0,40094,5531,0,0,0,0,0,0,0,26,0,3992,0,0,0,67,1197,707,0,1852,0,623,0,0,0,409,3469,0,717,184,2688,749,641,2871,0,5679,1211,0,0,0,0,0,0
minecraft.crafted.repeater,0,2,0,1,0,0,0,851,0,0,8175,951,0,0,0,0,0,0,0,1,0,1180,0,0,0,14,374,201,0,459,0,215,0,0,0,86,1045,0,191,68,691,143,118,729,0,1315,462,0,0,0,0,0,0
minecraft.crafted.rose_red,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0
minecraft.crafted.sandstone,0,425,0,47,0,0,0,1218,0,0,1703,24,0,0,0,0,0,0,0,0,0,0,0,0,0,178,182,569,0,2992,0,0,0,0,0,0,797,0,1050,251,2345,1443,1521,2612,0,753,157,0,0,0,0,0,0
minecraft.crafted.sandstone_slab,0,0,0,0,0,0,0,792,0,0,66452,1549,0,0,0,0,0,0,0,0,0,1148,0,0,0,48,880,444,0,6520,0,0,0,0,0,1704,34850,0,350,910,15751,21246,6894,8488,0,13023,180,0,0,0,0,0,0
minecraft.crafted.sandstone_stairs,0,0,0,88,0,0,0,152,0,0,1096,248,0,16,0,0,0,0,0,0,0,752,0,0,0,0,0,0,0,408,0,0,0,0,0,168,2496,0,384,729,184,696,40,0,0,1576,1248,0,0,0,0,0,0
minecraft.crafted.sandstone_wall,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,2310,42,0,0,0,0,162,0,0,0,0,0,0
minecraft.crafted.scaffolding,0,204,0,0,0,0,0,252,0,0,342,276,0,0,0,0,0,0,0,576,0,0,0,0,0,0,120,12,0,592,0,0,0,0,0,0,9474,0,132,66,2854,300,276,13738,0,660,3126,0,0,0,0,0,0
minecraft.crafted.sea_lantern,0,0,0,136,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,195,0,0,0,334,0,0,0,539,0,0,0,0,0,0,30794,0,0,0,26369,1207,419,64,0,26841,23,0,0,0,0,37,0
minecraft.crafted.shears,0,36,0,4,0,0,0,90,0,0,457,74,0,3,0,2,0,0,0,30,0,32,0,0,0,14,137,11,0,66,0,74,0,0,0,167,1142,0,27,26,312,145,90,36,0,269,91,0,0,0,0,3,0
minecraft.crafted.shield,0,1,0,3,0,0,0,6,0,1,8,3,0,0,0,0,0,0,0,3,0,7,0,0,0,4,15,22,0,11,0,0,0,0,0,0,43,0,8,7,555,21,2,15,0,22,0,0,0,0,0,4,0
minecraft.crafted.shulker_box,0,0,0,1,0,0,0,0,0,0,582,713,0,0,0,0,0,0,0,0,0,214,0,0,0,859,86,17,0,335,0,0,0,0,0,5,205,0,48,0,769,102,58,411,0,807,0,0,0,0,0,0,0
minecraft.crafted.sign,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
minecraft.crafted.skull_banner_pattern,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.slime_ball,0,9,0,0,0,0,0,640,0,0,54,477,0,0,0,0,0,0,0,0,0,1647,0,0,0,0,99,0,0,90,0,252,0,0,0,0,999,0,162,0,2493,234,9,1265,0,14457,36,0,0,0,0,0,0
minecraft.crafted.slime_block,0,96,0,0,0,0,0,286,0,0,287,1457,0,0,0,0,0,0,0,7,0,1729,0,0,0,9,203,7,0,741,0,156,0,0,0,0,1424,0,32,7,640,82,1,2613,0,13002,48,0,0,0,0,0,0
minecraft.crafted.smithing_table,0,1,0,0,0,0,0,0,0,0,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,64,0,0,0,0,0,0,308,0,0,49,606,0,0,213,0,50,0,0,0,0,0,0,0
minecraft.crafted.smoker,0,7,0,0,0,0,0,3,0,0,401,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,2,0,33,0,0,0,2,289,0,0,38,147,25,0,0,0,10,1,0,0,0,0,0,0
minecraft.crafted.smooth_quartz,0,7,0,0,0,0,0,37,0,0,929,128,0,0,0,0,0,0,0,1236,0,0,0,0,0,534,99,0,0,14,0,0,0,0,0,2,773,0,0,0,228,228,12,230,0,137,0,0,0,0,0,0,0
minecraft.crafted.smooth_quartz_slab,0,0,0,0,0,0,0,18,0,0,4980,286,0,0,0,0,0,0,0,144,0,0,0,0,0,0,346,28,0,0,0,0,0,0,0,0,482,0,0,0,714,1338,0,498,0,212,0,0,0,0,0,0,0
minecraft.crafted.smooth_quartz_stairs,0,0,0,0,0,0,0,8,0,0,1400,200,0,0,0,0,0,0,0,168,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,216,0,0,0,336,24,0,320,0,64,0,0,0,0,0,0,0
