Player Name,Biffa001,Biffa2001,Cleophas,Collen,D_A_I_N_A,Docm77,Donkeyfarm,Etho,HttpsSecure,HypnotizdCam,Keralis1,KingDaddyDMAC,Mrs_Keralis,Mumbo,MumboJumbo,NameOfSamuel,Pungence,PythonGB,PythonGBCam,Spumwackles,Tango,TangoCam,Tinfoilchef,WFRTNews,Xisuma,ZombieCleo,falsesymmetry,hypnotizd,iJevin,impulseSV,joehillssays,monkeyfarm,skyzm,sl1pg8r,snipepager,topmass,truesymmetry,xBCam,xBCrafted,xisumavoid,zueljin
stat.craftItem.minecraft.flower_pot,0,1,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,42,0,0,28,0,60,0,9,4,318,0,2,6,0,0,0,1,0,10,0,0,3,0,12
stat.craftItem.minecraft.furnace,0,69,0,3,0,11,0,19,0,0,12,91,0,758,0,8,5,24,0,54,315,0,20,0,938,33,432,18,139,367,47,100,22,216,0,168,0,0,143,0,217
stat.craftItem.minecraft.furnace_minecart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
stat.craftItem.minecraft.glass,0,470,0,0,0,216,0,0,0,0,0,1208,0,51,0,512,1,807,0,3513,6175,0,2820,0,3483,10391,18456,608,209,5790,440,1603,518,5192,0,378,0,0,1366,0,366
stat.craftItem.minecraft.glass_bottle,0,90,0,0,0,0,0,6,0,0,0,30,0,3,0,0,0,15,0,42,45,0,6,0,378,9,267,27,3,66,0,48,0,0,0,18,0,0,318,0,21
stat.craftItem.minecraft.glass_pane,0,160,0,0,0,16,0,0,0,0,0,0,0,512,0,0,0,144,0,288,104,0,448,0,688,32,2016,0,32,336,608,688,16,192,0,0,0,0,128,0,48
stat.craftItem.minecraft.glowstone,0,0,0,0,0,256,0,96,0,0,0,227,0,928,0,0,0,262,0,0,1956,0,1279,0,2632,224,2863,968,475,2050,562,2,0,96,0,257,0,0,55,0,419
stat.craftItem.minecraft.gold_block,0,136,0,0,0,0,0,0,0,0,0,112,0,95,0,0,3,54,0,273,214,0,123,0,3099,109,223,536,150,399,0,33,0,407,0,36,0,0,358,0,54
stat.craftItem.minecraft.gold_ingot,0,1190,0,0,0,71,0,322,0,0,0,1010,0,2335,0,0,66,486,0,2007,2006,0,1257,0,28010,1100,3622,7090,2292,4518,0,441,71,2199,0,760,0,0,2666,0,817
stat.craftItem.minecraft.gold_nugget,0,121,0,0,0,63,0,0,0,0,0,36,0,0,0,0,0,162,0,9,2286,0,666,0,44285,18,999,18,3251,10830,0,513,0,324,0,718,63,0,846,0,384
stat.craftItem.minecraft.golden_apple,0,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,5,22,0,0,0,91,6,52,1,6,40,0,8,0,17,0,10,0,0,8,0,3
stat.craftItem.minecraft.golden_boots,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,1,0,0,0,0,3,0,1
stat.craftItem.minecraft.golden_carrot,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,21,0,64,0,5414,1,193,3,825,1663,0,40,0,16,0,64,8,0,89,0,39
stat.craftItem.minecraft.golden_chestplate,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,1
stat.craftItem.minecraft.golden_helmet,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,0,0,4,0,0,0,1,0,0,0,0,3,0,1
stat.craftItem.minecraft.golden_hoe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stat.craftItem.minecraft.golden_leggings,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,1
stat.craftItem.minecraft.golden_pickaxe,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stat.craftItem.minecraft.golden_rail,0,198,0,0,0,12,0,324,0,0,0,60,0,2112,0,0,0,0,0,0,360,0,378,0,2262,84,810,3432,48,1422,0,162,42,630,0,132,0,0,462,0,96
stat.craftItem.minecraft.golden_shovel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
stat.craftItem.minecraft.golden_sword,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
stat.craftItem.minecraft.hardened_clay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,121,0,2,0,0,0,0,0,0,0,0,0,0,0,40
stat.craftItem.minecraft.hay_block,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,123,0,142,0,0,0,0,0,0,0,0,0,0,0,19,0,31
stat.craftItem.minecraft.heavy_weighted_pressure_plate,0,0,0,0,0,1,0,9,0,0,0,0,0,116,0,0,0,4,0,0,1,0,64,0,37,20,51,0,2,9,0,0,0,12,0,446,0,0,50,0,14
stat.craftItem.minecraft.hopper,0,146,0,0,0,49,0,74,0,0,0,198,0,2017,0,0,0,2,0,1,1097,0,1522,0,3297,102,157,336,1403,1016,0,129,0,225,0,18,0,0,1031,2,150
stat.craftItem.minecraft.hopper_minecart,0,0,0,0,0,0,0,14,0,0,0,16,0,9,0,0,0,0,0,0,0,0,4,0,51,0,2,59,15,37,0,2,0,0,0,0,0,0,8,0,4
stat.craftItem.minecraft.iron_axe,0,8,0,0,0,1,0,1,0,0,1,2,1,2,0,1,0,11,0,3,7,0,4,0,8,12,13,2,1,13,9,3,8,1,0,3,0,0,2,0,5
stat.craftItem.minecraft.iron_bars,0,0,0,0,0,16,0,0,0,0,0,0,0,948,0,0,0,576,0,320,1587,0,192,0,1168,160,1664,0,16,976,160,16,0,160,0,96,0,0,1792,0,16
stat.craftItem.minecraft.iron_block,0,262,0,0,0,0,0,0,0,0,0,77,0,200,0,0,0,70,0,44,281611,0,362,0,2395,1742,388,2890,8117,1842,69,296,0,1072,0,155,0,0,3187,0,163
stat.craftItem.minecraft.iron_boots,0,4,0,1,0,2,0,9,0,0,2,4,0,3,0,1,1,4,0,3,10,0,3,0,45,5,33,1,1,7,8,1,2,8,0,17,0,0,6,0,4
stat.craftItem.minecraft.iron_chestplate,0,4,0,1,0,3,0,9,0,0,2,3,1,3,0,1,2,2,0,3,29,0,4,0,26,6,37,2,1,15,3,1,2,2,0,2,0,0,8,0,6
stat.craftItem.minecraft.iron_door,0,0,0,0,0,3,0,3,0,0,0,0,0,48,0,0,0,9,0,3,25,0,3,0,36,12,48,0,0,18,0,9,0,6,0,0,0,0,27,0,3
stat.craftItem.minecraft.iron_helmet,0,4,0,1,0,4,0,9,0,0,4,3,0,3,0,1,1,4,0,4,46,0,4,0,40,5,55,2,2,4,5,1,2,7,0,2,0,0,9,0,5
stat.craftItem.minecraft.iron_hoe,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,4,1,8,0,2,5,3,2,1,0,0,1,0,0,12,0,3
stat.craftItem.minecraft.iron_ingot,0,3380,0,51,0,1268,0,1478,0,0,23,1586,23,17330,0,75,104,1560,0,968,60736,0,13346,0,46466,1608,19008,11580,15095,14506,351,2903,96,4148,0,7443,0,0,13509,0,1935
stat.craftItem.minecraft.iron_leggings,0,4,0,1,0,2,0,10,0,0,2,3,1,3,0,1,1,2,0,3,9,0,4,0,33,6,39,2,1,7,4,1,2,2,0,2,0,0,6,0,4
stat.craftItem.minecraft.iron_pickaxe,0,18,0,4,0,7,0,3,0,0,4,47,1,1,0,4,10,27,0,48,33,0,24,0,9,13,51,4,23,15,78,9,19,9,0,14,0,0,8,0,46
stat.craftItem.minecraft.iron_shovel,0,15,0,1,0,2,0,1,0,0,3,7,0,14,0,11,3,9,0,93,57,0,14,0,33,15,73,1,7,38,20,10,7,18,0,2,0,0,9,0,10
stat.craftItem.minecraft.iron_sword,0,10,0,1,0,5,0,35,0,0,2,5,0,2,0,1,1,18,0,4,32,0,6,0,54,3,41,1,2,12,6,2,5,1,0,6,0,0,5,0,15
stat.craftItem.minecraft.iron_trapdoor,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,95,0,0,0,536,8,1053,0,0,194,0,1,0,7,0,17,0,0,502,0,5
stat.craftItem.minecraft.item_frame,0,113,0,0,0,11,0,0,0,0,0,0,0,209,0,0,0,70,0,20,335,0,46,0,98,78,668,19,388,148,0,65,0,58,0,38,0,0,64,0,164
stat.craftItem.minecraft.jukebox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,4,0,2,8,0,0,0,0,0,0,0,0,0,0,0
stat.craftItem.minecraft.jungle_door,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,36,0,0,0,0,12,0,0,0,3,0,0,6,0,0
stat.craftItem.minecraft.jungle_fence,0,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,363,0,81,0,3,0,0,0,0,0,0,12,0,0,45,0,3
stat.craftItem.minecraft.jungle_fence_gate,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,48,0,0,0,0,0,0,0,0,0,0,4,0,0
stat.craftItem.minecraft.jungle_stairs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,288,0,4,0,0,192,0,0,0,0,0,0,440,0,8
stat.craftItem.minecraft.ladder,0,621,0,54,0,75,0,240,0,0,6,777,0,492,0,0,0,120,0,6,1766,0,663,0,2970,3360,2850,219,171,1209,243,840,195,771,0,507,0,0,1236,0,702
stat.craftItem.minecraft.lapis_block,0,250,0,0,0,0,0,80,0,0,0,191,0,95,0,0,0,125,0,35,67,0,64,0,167,91,484,140,0,191,0,97,0,74,0,257,0,0,68,0,0
stat.craftItem.minecraft.lead,0,12,0,0,0,0,0,0,0,0,0,18,0,24,0,0,0,0,0,6,0,0,4,0,132,8,14,0,2,30,0,24,0,8,0,4,0,0,50,0,12
stat.craftItem.minecraft.leather,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stat.craftItem.minecraft.leather_boots,0,90,0,0,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,2,0,0,0,17,2,109,0,0,0,1,0,0,0,0,0,0,0,7,0,12
stat.craftItem.minecraft.leather_chestplate,0,90,0,0,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,0,2,0,0,0,19,4,103,0,0,2,1,0,0,0,0,0,0,0,15,0,10
stat.craftItem.minecraft.leather_helmet,0,97,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,2,110,0,0,0,0,0,0,0,0,0,0,0,9,0,2
stat.craftItem.minecraft.leather_leggings,0,89,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,10,0,0,0,22,3,103,0,0,4,0,0,0,0,0,0,0,0,6,0,4
stat.craftItem.minecraft.lever,0,208,0,0,0,6,0,75,0,0,1,32,0,169,0,0,0,1,0,40,867,0,245,0,427,16,453,57,327,182,0,246,0,347,0,8,0,0,104,0,46
stat.craftItem.minecraft.light_weighted_pressure_plate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,64,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
stat.craftItem.minecraft.lit_pumpkin,0,0,0,0,0,0,0,0,0,0,0,48,0,123,0,0,0,0,0,0,75,0,251,0,374,87,2462,1,0,158,0,0,0,13,0,0,0,0,17,0,236
stat.craftItem.minecraft.magma_cream,0,1,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,14,0,8,0,11,0,8,37,0,0,0,0,0,0,0,0,14,0,14
stat.craftItem.minecraft.map,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,16,0,0,0,0,5,69,0,0,0,0,46,0,0,0,0,0,0,0,0,56
stat.craftItem.minecraft.melon_block,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,158,0,0,416,348,0,320,461,0,7,0,0,0,0,0,0,0,0,0
stat.craftItem.minecraft.melon_seeds,0,0,0,0,0,0,0,16,0,0,0,0,0,117,0,0,0,0,0,15,0,0,30,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
stat.craftItem.minecraft.minecart,0,65,0,0,0,6,0,34,0,0,0,18,0,60,0,0,1,62,0,0,219,0,38,0,323,9,205,60,19,250,9,97,1,116,0,15,0,0,100,0,39
stat.craftItem.minecraft.mossy_cobblestone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,55,0,0,0,61,0,2,26,0,5,0,0,0,0,0,0,102,0,0
stat.craftItem.minecraft.mushroom_stew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,9,0,0,5,7,0,0,7,0,0,0,0,0,0,0,0,3
stat.craftItem.minecraft.nether_brick,0,26,0,0,0,0,0,484,0,0,0,0,0,242,0,0,0,0,0,489,6266,0,333,0,232,249,4194,0,2,3929,98,9,0,0,0,0,0,0,2507,0,5513
stat.craftItem.minecraft.nether_brick_fence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1548,0,0,0,1014,6,1626,0,6,450,0,18,0,0,0,0,0,0,42,0,1464
stat.craftItem.minecraft.nether_brick_stairs,0,0,0,0,0,0,0,100,0,0,0,0,0,40,0,0,0,0,0,84,2300,0,40,0,1852,8,316,0,4,860,28,8,0,0,0,0,0,0,492,0,1012
stat.craftItem.minecraft.netherbrick,0,106,0,0,0,0,0,1950,0,0,0,0,0,0,0,0,0,0,0,1956,1023,0,0,0,443,1088,10376,0,30,772,855,39,0,0,0,0,0,0,405,0,12156
stat.craftItem.minecraft.noteblock,0,0,0,0,0,39,0,32,0,0,0,0,0,72,0,0,0,0,0,0,10,0,0,0,618,0,0,0,2,117,0,0,0,24,0,0,0,0,0,0,0
stat.craftItem.minecraft.oak_stairs,0,396,0,0,0,0,0,268,0,0,0,0,0,84,0,20,0,260,0,16,180,0,20,0,704,80,556,84,4,16,0,148,0,44,0,580,0,0,464,0,120
stat.craftItem.minecraft.painting,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,1,0,0,0,6,27,234,0,2,0,0,1,0,0,0,6,0,0,7,0,30
stat.craftItem.minecraft.paper,0,606,0,0,0,384,0,0,0,0,0,984,0,790,0,0,0,768,0,874,11041,0,3912,0,10164,153,6621,327,1491,5250,12,700,0,615,0,1203,0,0,1599,0,3864
stat.craftItem.minecraft.piston,0,85,0,0,0,56,0,100,0,0,0,82,0,1293,0,0,0,14,0,0,729,0,136,0,1846,13,487,130,31,1059,0,26,0,164,0,22,0,0,267,0,140
stat.craftItem.minecraft.planks,0,31647,0,148,0,2379,0,6133,0,0,720,5712,36,49688,0,736,168,4256,0,4090,41130,0,28048,0,93644,12736,65128,22964,31391,35346,2048,15662,1276,15792,0,10024,20,0,48232,48,19336
stat.craftItem.minecraft.prismarine,0,2322,0,0,0,0,0,0,0,0,0,638,0,0,0,0,0,0,0,63,11,0,3025,0,1919,738,220,3552,0,3,0,19,0,311,0,0,0,0,35586,0,64
stat.craftItem.minecraft.pumpkin_pie,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,4,0,0
stat.craftItem.minecraft.pumpkin_seeds,0,0,0,0,0,0,0,0,0,0,8,0,0,296,0,0,0,0,0,20,0,0,40,0,0,48,28,0,0,0,0,8,0,0,0,0,0,0,0,0,0
stat.craftItem.minecraft.quartz_block,0,536,0,0,0,0,0,0,0,0,0,114,0,892,0,0,0,1512,0,262,2598,0,43,0,2500,1175,3253,0,100,2477,686,83,0,5690,0,144,0,0,508,0,431
stat.craftItem.minecraft.quartz_stairs,0,152,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,380,0,64,744,0,24,0,396,280,800,0,8,224,0,36,0,2384,0,8,0,0,124,0,128
stat.craftItem.minecraft.rabbit_stew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
stat.craftItem.minecraft.rail,0,416,0,0,0,560,0,576,0,0,0,80,0,1296,0,0,0,112,0,0,2768,0,2960,0,4123,672,4569,64,192,1088,0,1283,0,1920,0,864,0,0,3200,0,112
stat.craftItem.minecraft.red_sandstone,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,2487,0,0,0,597,0,11,0,21,0,0,0,0,0,0,266,0,0,438,0,364
stat.craftItem.minecraft.red_sandstone_stairs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,252,0,56
stat.craftItem.minecraft.redstone,0,4876,0,0,0,909,0,406,0,0,0,261,0,6395,0,0,0,180,0,899,14582,0,9,0,21296,36,3906,4905,2587,5915,0,1134,0,1427,0,680,0,0,995,0,128
stat.craftItem.minecraft.redstone_block,0,1268,0,0,0,179,0,160,0,0,0,399,0,576,0,0,9,197,0,150,6964,0,591,0,4856,276,2260,951,285,1370,64,128,0,258,0,946,0,0,603,0,25
stat.craftItem.minecraft.redstone_lamp,0,215,0,0,0,23,0,32,0,0,0,14,0,360,0,0,0,0,0,0,188,0,25,0,774,0,482,960,571,1240,0,18,0,219,0,44,0,0,26,0,117
stat.craftItem.minecraft.redstone_torch,0,125,0,0,0,678,0,216,0,0,0,98,0,4091,0,0,0,24,0,0,5113,0,1060,0,5405,61,1582,825,2148,2627,0,495,57,518,0,138,0,0,962,0,322
stat.craftItem.minecraft.repeater,0,6,0,0,0,162,0,54,0,0,0,24,0,1020,0,0,0,9,0,0,906,0,197,0,905,0,389,197,357,831,0,64,0,126,0,28,0,0,263,0,74
stat.craftItem.minecraft.sandstone,0,597,0,0,0,0,0,0,0,0,0,87,0,1498,0,0,0,0,0,0,392,0,0,0,2642,0,20654,0,22,0,154,0,0,0,0,0,0,0,2580,0,362
stat.craftItem.minecraft.sandstone_stairs,0,0,0,0,0,0,0,0,0,0,0,0,0,672,0,0,0,0,0,0,280,0,92,0,224,252,2112,0,4,0,4,0,0,0,0,0,0,0,692,0,624
stat.craftItem.minecraft.sea_lantern,0,65,0,0,0,0,0,0,0,0,0,448,0,704,0,0,0,0,0,0,304,0,832,0,1536,0,1750,580,256,1694,0,1,0,1344,0,0,0,0,18402,0,604
stat.craftItem.minecraft.shears,0,9,0,0,0,3,0,5,0,0,0,5,0,25,0,0,0,14,0,18,68,0,35,0,312,26,261,0,30,17,1,17,2,60,0,4,0,0,37,0,38
stat.craftItem.minecraft.sign,0,225,0,0,0,12,0,24,0,0,15,87,0,481,0,3,6,24,0,48,423,0,228,0,438,66,1509,30,48,171,30,174,3,147,0,135,0,0,432,0,267
stat.craftItem.minecraft.slime,0,151,0,0,0,0,0,101,0,0,0,320,0,286,0,0,0,1,0,0,110,0,0,0,2013,0,280,38,11,227,0,167,0,162,0,75,0,0,1084,0,39
stat.craftItem.minecraft.slime_ball,0,585,0,0,0,54,0,27,0,0,0,72,0,297,0,0,0,0,0,0,171,0,0,0,1035,0,63,72,45,351,0,36,0,18,0,0,0,0,27,0,9
stat.craftItem.minecraft.snow,0,22,0,0,0,493,0,0,0,0,4,0,0,4976,0,0,0,0,0,7612,1237,0,0,0,1334,13482,6220,7,286,4,0,0,0,1860,0,175,0,0,0,0,23
stat.craftItem.minecraft.snow_layer,0,0,0,0,0,72,0,0,0,0,0,0,0,64,0,0,0,0,0,0,1818,0,0,0,720,108,1698,0,24,72,0,0,0,1134,0,84,0,0,0,0,18
stat.craftItem.minecraft.speckled_melon,0,6,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,1,285,0,22,0,64,2,8,4,0,53,0,1,0,0,0,1,0,0,7,0,0
stat.craftItem.minecraft.sponge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916,3497,0,0,0,325,0,0,0,0,0,0,244,0,0
stat.craftItem.minecraft.spruce_door,0,18,0,0,0,0,0,0,0,0,6,3,0,9,0,0,0,0,0,0,33,0,6,0,24,3,102,0,12,0,0,6,0,9,0,3,0,0,42,0,63
stat.craftItem.minecraft.spruce_fence,0,9507,0,0,0,0,0,543,0,0,0,33,0,348,0,0,0,246,0,0,90,0,159,0,351,231,2208,3,144,18,0,12,15,879,0,60,6,0,726,0,96
stat.craftItem.minecraft.spruce_fence_gate,0,18,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,2,0,76,0,131,2240,27,0,0,0,0,17,0,5,0,0,260,0,4
stat.craftItem.minecraft.spruce_stairs,0,696,0,0,0,0,0,252,0,0,0,64,0,172,0,0,0,0,0,0,694,0,0,0,1756,0,1820,76,1968,164,0,140,24,688,0,8,0,0,1108,0,40
stat.craftItem.minecraft.stained_glass,0,744,0,0,0,264,0,0,0,0,0,3896,0,2352,0,0,0,264,0,16,3232,0,3200,0,9488,12016,11544,5048,168,2760,0,968,240,9096,0,200,0,0,22240,0,624
stat.craftItem.minecraft.stained_glass_pane,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1850,0,160,0,1904,892,4876,0,272,960,0,2080,0,2816,0,160,0,0,3616,0,544
stat.craftItem.minecraft.stained_hardened_clay,0,0,0,0,0,128,0,0,0,0,0,0,0,1864,0,0,0,768,0,0,3184,0,968,0,22128,0,21120,0,72,1880,0,1264,0,0,0,152,0,0,8376,0,912
stat.craftItem.minecraft.stick,0,13260,0,228,0,1196,0,2080,0,0,172,1684,64,12281,0,100,190,2176,0,1276,8479,0,7356,0,20230,10062,23886,19200,5316,6737,1152,7309,1004,6184,0,5064,0,0,13234,0,5856
stat.craftItem.minecraft.sticky_piston,0,67,0,0,0,36,0,105,0,0,0,30,0,785,0,0,0,1,0,0,514,0,35,0,830,0,101,87,18,517,0,23,0,132,0,21,0,0,182,0,140
stat.craftItem.minecraft.stone,0,6048,0,0,0,503,0,752,0,0,68,7160,64,5773,0,320,384,968,0,5224,5441,0,24165,0,10437,4135,14802,904,688,1254,3343,7556,558,12440,0,4490,0,0,13424,0,7688
stat.craftItem.minecraft.stone_axe,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,7,0,1,0,5,3,0,0,4,0,1,1,0,6,0,0,1,0,4
stat.craftItem.minecraft.stone_brick_stairs,0,1616,0,0,0,32,0,780,0,0,0,92,0,0,0,0,0,1496,0,56,2484,0,348,0,2020,640,7592,0,1288,932,108,1404,12,548,0,1392,0,0,1676,0,44
stat.craftItem.minecraft.stone_button,0,7,0,0,0,17,0,68,0,0,0,5,0,121,0,0,0,6,0,2,28,0,5,0,266,6,698,4,2,36,0,47,0,111,0,18,0,0,115,0,17
stat.craftItem.minecraft.stone_hoe,0,2,0,0,0,0,0,1,0,0,0,1,0,21,0,1,0,0,0,2,1,0,3,0,4,1,3,0,2,0,0,2,0,2,0,2,0,0,3,0,1
stat.craftItem.minecraft.stone_pickaxe,0,8,0,5,0,0,0,25,0,0,3,4,0,5,0,3,2,0,0,8,2,0,22,0,29,3,5,4,3,0,60,2,7,9,0,2,0,0,10,0,22
stat.craftItem.minecraft.stone_pressure_plate,0,40,0,0,0,7,0,15,0,0,0,38,0,136,0,0,0,4,0,58,128,0,73,0,140,0,230,0,13,21,0,11,0,73,0,11,0,0,69,0,6
stat.craftItem.minecraft.stone_shovel,0,7,0,1,0,2,0,1,0,0,0,1,0,105,0,1,3,78,0,53,11,0,7,0,38,0,149,3,0,0,11,1,2,1,0,4,0,0,125,0,238
stat.craftItem.minecraft.stone_slab,0,8487,0,0,0,672,0,826,0,0,0,7967,0,34916,0,0,0,3786,0,627,29238,0,4340,0,71090,3984,79411,4806,2874,14102,2532,9848,138,9366,0,6529,0,0,16960,0,6276
stat.craftItem.minecraft.stone_slab2,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,777,0,0,0,162,0,0,0,6,0,0,0,0,0,0,18,0,0,132,0,234
stat.craftItem.minecraft.stone_stairs,0,164,0,0,0,0,0,252,0,0,0,0,0,232,0,0,8,268,0,0,180,0,108,0,252,80,1096,8,44,316,100,212,60,184,0,748,0,0,688,0,8
stat.craftItem.minecraft.stone_sword,0,1,0,2,0,0,0,2,0,0,2,1,0,0,0,1,1,0,0,1,17,0,1,0,8,3,26,2,0,3,2,1,1,3,0,3,0,0,1,0,3
stat.craftItem.minecraft.stonebrick,0,7872,0,0,0,620,0,4055,0,0,64,3040,0,1480,0,0,0,4209,0,1088,14253,0,1776,0,18866,1500,45331,264,5786,7182,1664,13069,468,1796,0,7742,0,0,15497,0,303
stat.craftItem.minecraft.sugar,0,32,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,15,0,66,648,0,140,0,28,1,45,3,1,226,0,37,0,64,0,16,0,0,44,0,17
stat.craftItem.minecraft.tnt,0,31,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0,0,0,0,2534,0,64,0,2428,5,4,0,2,392,0,116,0,7,0,1,0,0,520,0,243
stat.craftItem.minecraft.tnt_minecart,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stat.craftItem.minecraft.torch,0,4872,0,200,0,508,0,1148,0,0,292,3896,204,3232,0,204,536,1608,0,1710,6857,0,7068,0,10108,1448,15376,1932,1700,4020,836,6443,944,4316,0,6824,0,0,16536,0,3436
stat.craftItem.minecraft.trapdoor,0,294,0,0,0,20,0,124,0,0,0,22,0,4,0,0,0,4,0,0,90,0,6,0,294,80,1990,2,6,386,4,32,0,76,0,68,0,0,1196,0,66
stat.craftItem.minecraft.trapped_chest,0,25,0,0,0,0,0,0,0,0,0,70,0,565,0,0,0,10,0,0,420,0,134,0,473,0,183,176,400,266,0,9,0,0,0,44,0,0,419,0,88
stat.craftItem.minecraft.tripwire_hook,0,34,0,0,0,4,0,0,0,0,0,76,0,670,0,0,0,10,0,0,656,0,144,0,930,0,406,176,414,366,0,44,0,2,0,44,0,0,450,0,104
stat.craftItem.minecraft.wheat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,576,0,0,0,0,0,0,0,0,0,0,0
stat.craftItem.minecraft.wooden_axe,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10,0,0,1,0,0,0,0
stat.craftItem.minecraft.wooden_button,0,52,0,0,0,0,0,5,0,0,0,0,0,69,0,0,0,0,0,0,58,0,59,0,318,4,321,0,6,49,0,52,10,14,0,5,0,0,47,0,23
