Player Name,BadTimeWithScar,BarryBoss1234,BdoubleO100,CamM77,Cub_Cam,Docm77,Etho,GoodTimeWithScar,Grian,Helsknight_,HermitcraftAlt,HumanCleo,HypnotizdCam,ImpulseCam,Jevination,Kamalis1,Keralis1,Mumbo,MumboJumbo,Renthedog,Stressmonster101,Stressmonsterin,Tango,TangoCam,Tinfoilchef,TwoMuchGrian,VintageB_Roll,VintageBeef,WellsGlazes,WelsCam,Welsknight,Xisuma,ZedCam,Zedaph,ZombieCleo,cubfan135,falsesymmetry,hypnotizd,iJevin,impulseSV,isGall85,iskall85,joehillssays,joehillssees,renthebob,truesymmetry,xBCam,xBCrafted,xisumavoid
minecraft.dropped.black_dye,0,0,0,0,0,0,3,1,31,0,0,0,0,0,0,0,71,0,3,17,5,0,110,0,0,0,0,4,0,0,0,40,0,696,3,181,0,0,0,0,0,3,0,0,0,0,0,0,0
minecraft.dropped.black_glazed_terracotta,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.black_shulker_box,0,0,1,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,2,0,16,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0
minecraft.dropped.black_stained_glass,0,0,0,0,0,0,2,47,4,0,0,0,0,0,0,0,0,0,2,0,52,0,40,0,0,0,0,0,0,0,0,0,0,1078,0,24,74,64,0,0,0,67,0,0,0,0,0,0,0
minecraft.dropped.black_stained_glass_pane,0,0,10,0,0,0,0,16,66,0,0,0,0,0,0,0,20,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,524,0,278,0,0,0,0,0,34,0,0,0,0,0,0,0
minecraft.dropped.black_terracotta,0,0,0,0,0,0,150,69,71,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,590,128,427,0,0,0,3,0,0,0,0,0,0,0,0,0
minecraft.dropped.black_wool,0,0,7,0,0,0,21,59,19,0,0,0,0,0,0,0,34,0,0,1,0,0,5,0,0,0,0,128,0,0,0,82,0,2422,0,338,459,23,19,0,0,0,1,0,0,0,0,0,0
minecraft.dropped.blackstone,0,0,59,0,0,17,568,54,801,0,0,0,0,0,0,0,11,0,169,496,66,0,659,0,0,0,0,246,0,0,0,244,0,6219,1,3063,50,371,732,62,0,468,0,0,0,0,0,149,0
minecraft.dropped.blackstone_slab,0,0,0,0,0,0,7,10,64,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,3,0,0,0,0,0,778,0,231,0,0,0,1,0,84,8,0,0,0,0,52,0
minecraft.dropped.blackstone_stairs,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,136,0,118,0,0,0,4,0,4,1,0,0,0,0,0,0
minecraft.dropped.blackstone_wall,0,0,2,0,0,0,3,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,1209,0,192,0,0,0,0,0,2,0,0,0,0,0,1,0
minecraft.dropped.blast_furnace,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.blaze_powder,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0,44,0,0,11,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.blaze_rod,0,0,0,0,0,0,192,11,7,0,0,0,0,0,0,0,1,0,0,1,0,0,256,0,0,0,0,4,0,0,4,151,0,139,0,30,0,0,47,178,0,0,0,0,0,0,0,8,0
minecraft.dropped.blue_banner,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.blue_bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.blue_carpet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,415,0,0,0,0,0,0,2,0,0,0,0,0,0
minecraft.dropped.blue_concrete,0,0,0,0,0,0,4,30,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1294,0,190,1,0,0,0,0,11,0,0,0,0,0,0,0
minecraft.dropped.blue_concrete_powder,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,448,0,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.blue_dye,0,0,0,0,0,0,1,2,138,0,0,0,0,0,0,0,39,0,35,0,48,0,0,0,0,0,0,4,0,0,0,0,0,7825,0,32,0,0,18,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.blue_glazed_terracotta,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.blue_ice,0,0,0,0,0,0,804,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,596,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.blue_orchid,0,0,16,0,0,0,83,1,0,0,0,0,0,0,0,0,16,0,0,0,50,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10,0
minecraft.dropped.blue_shulker_box,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0
minecraft.dropped.blue_stained_glass,0,0,0,0,0,0,7,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,157,1,0,1,0,0,0,0,0,0,0,0,1,0
minecraft.dropped.blue_stained_glass_pane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.blue_terracotta,0,0,2,0,0,0,158,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,740,0,806,0,0,1,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.blue_wool,0,0,63,0,0,0,6,165,2,0,0,0,0,0,0,0,0,0,1,0,0,0,99,0,0,0,0,1,0,0,0,0,0,242,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.bone,0,0,56,0,0,115,5616,541,2858,0,0,0,0,0,0,0,625,0,369,3106,281,0,3528,0,5,0,0,47,0,0,3,9213,0,950,9,1024,221,1202,2131,722,0,808,594,0,0,0,0,8333,0
minecraft.dropped.bone_block,0,0,0,0,0,0,378,68,111,0,0,0,0,0,0,0,152,0,0,32,0,0,85,0,0,0,0,0,0,0,0,153,0,443,7,247,64,58,21,7,0,385,0,0,0,0,0,213,0
minecraft.dropped.bone_meal,0,0,273,0,0,642,228,248,1998,0,0,0,0,0,0,0,1079,0,194,582,452,0,1782,0,0,0,0,223,0,0,0,248,0,6563,135,814,302,129,10,1044,0,714,66,0,0,0,0,6000,0
minecraft.dropped.book,0,0,0,0,0,0,240,14,33,0,0,0,0,0,0,0,62,0,6,1,3,0,2,0,0,0,0,12,0,0,0,129,0,169,0,7,6,4,1,4,0,77,7,0,0,0,0,0,0
minecraft.dropped.bookshelf,0,0,0,0,0,0,554,0,1,0,0,0,0,0,0,0,44,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,98,0,296,4,0,0,14,0,0,0,0,0,0,0,0,0
minecraft.dropped.bow,0,0,20,0,0,8,947,50,507,0,0,0,0,0,0,0,159,0,68,415,370,0,325,0,1,0,0,78,0,0,1,2088,0,266,5,122,13,171,41,93,0,1787,30,0,0,0,0,633,0
minecraft.dropped.bowl,0,0,3,0,0,2,13,6,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,8,0,0,3,22,0,1,0,1,0,3,10,0,0,0,0,0,0
minecraft.dropped.brain_coral,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.brain_coral_block,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.brain_coral_fan,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.bread,0,0,117,0,0,96,582,4698,14786,0,0,0,0,0,0,0,245,0,2,2,1,0,3,0,0,0,0,0,0,0,0,21,0,2820,0,71,25,7247,172,188,0,81,19,0,0,0,0,1,0
minecraft.dropped.brewing_stand,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,134,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0
minecraft.dropped.brick,0,0,0,0,0,0,134,792,55,0,0,0,0,0,0,0,7,0,0,28,6,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
minecraft.dropped.brick_slab,0,0,0,0,0,0,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,40,0,0,22,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.brick_stairs,0,0,3,0,0,0,88,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,98,0,0,0,3,0,0,0,0,0,0,0,0,0
minecraft.dropped.brick_wall,0,0,1,0,0,0,19,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.bricks,0,0,2002,0,0,0,1241,221,247,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,362,0,440,0,0,83,0,0,49,0,0,0,0,0,0,0
minecraft.dropped.brown_banner,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.brown_bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.brown_carpet,0,0,0,0,0,0,3,99,54,0,0,0,0,0,0,0,43,0,0,18,0,0,6,0,0,0,0,0,0,0,0,3,0,527,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.brown_concrete,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.brown_concrete_powder,0,0,0,0,0,1,4,8,2,0,0,0,0,0,0,0,1,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,674,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.brown_dye,0,0,0,0,0,0,4,318,6,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,34,0,0,0,1,0,636,0,27,1,0,0,0,0,0,2,0,0,0,0,2,0
minecraft.dropped.brown_glazed_terracotta,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,7,0,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.brown_mushroom,0,0,33,0,0,11,14,209,185,0,0,0,0,0,0,0,66,0,30,187,3,0,136,0,0,0,0,33,0,0,0,189,0,165,0,432,45,2,125,519,0,148,2,0,0,0,0,231,0
minecraft.dropped.brown_mushroom_block,0,0,69,0,0,2,20,233,62,0,0,0,0,0,0,0,3,0,0,0,0,0,28,0,0,0,0,0,0,0,0,1,0,1104,0,2545,0,0,0,64,0,0,0,0,0,0,0,0,0
minecraft.dropped.brown_shulker_box,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,11,0,0,0,2,0,2,0,0,0,0,0,0,0
minecraft.dropped.brown_stained_glass,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.brown_stained_glass_pane,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.brown_terracotta,0,0,0,0,0,1,9,260,105,0,0,0,0,0,0,0,0,0,0,103,0,0,320,0,0,0,0,46,0,0,0,0,0,2989,0,247,1,0,0,0,0,0,2,0,0,0,0,0,0
minecraft.dropped.brown_wool,0,0,1,0,0,0,6,5,2,0,0,0,0,0,0,0,36,0,44,0,0,0,4,0,0,0,0,49,0,0,0,0,0,3916,0,193,0,2,122,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.bubble_coral,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.bubble_coral_block,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.bubble_coral_fan,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,2,0,0,0,0,0,0,0
minecraft.dropped.bucket,0,0,2,0,0,6,3,33,37,0,0,0,0,0,0,0,55,0,20,60,0,0,147,0,0,0,0,1,0,0,0,14,0,452,1,93,12,0,25,61,0,8,2,0,0,0,0,3,0
minecraft.dropped.cactus,0,0,78,0,0,9,57,196,655,1,0,0,0,0,0,0,17,0,336,97,22,0,4852,0,0,0,0,12,0,0,0,195,0,161,1,188,112,3,5,2391,0,790,8,0,0,0,0,18,0
minecraft.dropped.cake,0,0,0,0,0,1,0,15,4,0,0,0,0,0,0,0,19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.campfire,0,0,0,0,0,0,2,10,13,0,0,0,0,0,0,0,0,0,0,5,0,0,68,0,0,0,0,0,0,0,0,0,0,548,0,58,0,0,0,0,0,52,0,0,0,0,0,1,0
minecraft.dropped.carrot,0,0,6,0,0,1153,5,5782,218,0,0,0,0,0,0,0,8490,0,6,10,21864,0,3785,0,0,0,0,521,0,0,0,1168,0,75,0,1202,1068,9,322,18863,0,4887,4,0,0,0,0,5,0
minecraft.dropped.carrot_on_a_stick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.cartography_table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0
minecraft.dropped.carved_pumpkin,0,0,0,0,0,3,2,3,5,0,0,0,0,0,0,0,5,0,0,56,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,1,0,0,9,8,0,0,0,0,1,0
minecraft.dropped.cauldron,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,12,0,0,0,0,1,0,0,0,2,0,194,0,6,0,0,0,1,0,4,1,0,0,0,0,0,0
minecraft.dropped.chain,0,0,2,0,0,0,40,33,284,0,0,0,0,0,0,0,38,0,6,0,0,0,467,0,0,0,0,6,0,0,0,33,0,2674,3,368,8,0,6,7,0,272,1,0,0,0,0,125,0
minecraft.dropped.chainmail_boots,0,0,0,0,0,0,4,5,18,0,0,0,0,0,0,0,1,0,8,9,0,0,3,0,0,0,0,0,0,0,0,32,0,3,0,1,0,5,24,3,0,19,0,0,0,0,0,4,0
minecraft.dropped.chainmail_chestplate,0,0,0,0,0,0,3,2,31,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,2,0,0,0,25,0,3,0,4,0,15,3,2,0,6,0,0,0,0,0,4,0
minecraft.dropped.chainmail_helmet,0,0,0,0,0,2,4,5,12,0,0,0,0,0,0,0,2,0,0,7,1,0,4,0,0,0,0,6,0,0,0,25,0,5,0,0,1,7,0,2,0,26,0,0,0,0,0,5,0
minecraft.dropped.chainmail_leggings,0,0,1,0,0,2,6,5,25,0,0,0,0,0,0,0,0,0,1,8,0,0,4,0,0,0,0,1,0,0,0,30,0,2,0,1,1,20,4,3,0,1,1,0,0,0,0,7,0
minecraft.dropped.charcoal,0,0,2,0,0,0,1,0,4,0,0,0,0,0,0,0,8,0,2,0,0,0,2,0,0,0,0,2,0,0,0,3,0,0,0,10,2,6,19,0,0,9,0,0,0,0,0,0,0
minecraft.dropped.chest,0,0,1,0,0,0,44,52,202,0,0,0,0,0,0,0,48,0,110,7,17,0,65,0,0,0,0,17,0,0,0,1,0,236,2,308,38,301,76,2,0,9,26,0,0,0,0,12,0
minecraft.dropped.chest_minecart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.chicken,0,0,10,0,0,7,2,6,781,0,0,0,0,0,0,0,10,0,95,6,3,0,128,0,0,0,0,1,0,0,0,3074,0,725,0,117,1,63,0,9,0,31,0,0,0,0,0,31,0
minecraft.dropped.chipped_anvil,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,1,0,34,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0
minecraft.dropped.chiseled_nether_bricks,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32,0,0,0,0,0,0,0,0,1,0,0,0,123,1,0,0,0,0,0,1,0,0,0,0,0,0
minecraft.dropped.chiseled_polished_blackstone,0,0,0,0,0,0,5,1,10,0,0,0,0,0,0,0,0,0,0,2,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,2,0,0,0,0,0,0,0
minecraft.dropped.chiseled_quartz_block,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.chiseled_red_sandstone,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.chiseled_sandstone,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,18,0,0,0,0,0,0,0,736,0,0,1,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.chiseled_stone_bricks,0,0,0,0,0,0,4,544,0,0,0,0,0,0,0,0,50,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,102,0,198,4,16,0,15,0,48,0,0,0,0,0,0,0
minecraft.dropped.chorus_flower,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0
minecraft.dropped.chorus_fruit,0,0,5,0,0,0,68,111,110,0,0,0,0,0,0,0,123,0,2,1,2,0,76,0,0,0,0,0,0,0,0,0,0,742,132,606,2,0,305,69,0,1,134,0,0,0,0,589,0
minecraft.dropped.clay,0,0,0,0,0,1,5,215,37,0,0,0,0,0,0,0,25,0,0,20,0,0,1,0,0,0,0,0,0,0,0,1,0,148,0,92,0,0,1,1,0,0,0,0,0,0,0,5,0
minecraft.dropped.clay_ball,0,0,4,0,0,0,0,260,12,0,0,0,0,0,0,0,34,0,84,62,4,0,12,0,0,0,0,0,0,0,0,8,0,72,0,11,72,0,0,4,0,54,0,0,0,0,0,0,0
minecraft.dropped.clock,0,0,4,0,0,0,19,1,3,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,59,0,6,2,1,0,0,0,0,0,0,0,0,0
minecraft.dropped.coal,0,0,28,0,0,65,728,709,781,0,0,0,0,0,0,0,589,0,198,72,269,0,201,0,0,0,0,105,0,0,21,27,0,531,1,315,104,83,232,378,0,584,5,0,0,0,0,116,0
minecraft.dropped.coal_block,0,0,59,0,0,0,8,12,97,0,0,0,0,0,0,0,7,0,1,0,0,0,55,0,0,0,0,0,0,0,28,0,0,1118,0,47,0,256,0,0,0,1,73,0,0,0,0,71,0
minecraft.dropped.coal_ore,0,0,34,0,0,39,115,1019,454,0,0,0,0,0,0,0,426,0,235,22,25,0,1113,0,0,0,0,0,0,0,0,109,0,1017,0,335,349,16,726,113,0,916,1,0,0,0,0,427,0
minecraft.dropped.coarse_dirt,0,0,25,0,0,1,28,858,24,0,0,0,0,0,0,0,974,0,54,160,64,0,80,0,0,0,0,32,0,0,1,8,0,3595,0,216,0,54,27,0,0,22,307,0,0,0,0,141,0
minecraft.dropped.cobblestone,0,0,5489,0,0,16528,2390,3961,9243,0,0,0,0,0,0,0,12037,0,18987,2405,5499,0,16787,0,269,0,0,21692,0,0,2583,1155,0,50680,1026,8907,7722,70,7103,2749,0,16955,2284,0,0,0,0,1304,0
minecraft.dropped.cobblestone_slab,0,0,0,0,0,7,3,1309,637,0,0,0,0,0,0,0,85,0,25,28,6,0,642,0,0,0,0,60,0,0,0,6,0,724,0,51,29,24,241,5,0,273,0,0,0,0,0,86,0
minecraft.dropped.cobblestone_stairs,0,0,4,0,0,3,0,169,2,0,0,0,0,0,0,0,12,0,13,12,35,0,9,0,0,0,0,0,0,0,0,2,0,6,0,188,0,0,0,6,0,8,0,0,0,0,0,0,0
minecraft.dropped.cobblestone_wall,0,0,2,0,0,43,7,854,116,0,0,0,0,0,0,0,41,0,4,0,0,0,350,0,0,0,0,1,0,0,0,31,0,1256,0,156,26,1,0,6,0,2,0,0,0,0,0,18,0
minecraft.dropped.cobweb,0,0,2,0,0,0,1,16,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,54,12,0,45,0,0,0,0,0,0,0
minecraft.dropped.cocoa_beans,0,0,3,0,0,0,24,245,579,0,0,0,0,0,0,0,277,0,93,10,3,0,2,0,0,0,0,3,0,0,0,285,0,10687,0,74,3,0,0,580,0,31,0,0,0,0,0,0,0
minecraft.dropped.cod,0,0,14,0,0,30,754,34,3887,0,0,0,0,0,0,0,101,0,490,218,1,0,1601,0,0,0,0,0,0,0,0,650,0,3,0,28,305,1,32,20933,0,7,0,0,0,0,0,17,0
minecraft.dropped.cod_bucket,0,0,0,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0
minecraft.dropped.comparator,0,0,0,0,0,0,9,5,37,0,0,0,0,0,0,0,2,0,0,262,65,0,35,0,0,0,0,0,0,0,0,2,0,35,0,55,0,0,0,14,0,0,0,0,0,0,0,0,0
minecraft.dropped.compass,0,0,8,0,0,0,250,38,22,0,0,0,0,0,0,0,154,0,16,9,13,0,41,0,0,0,0,18,0,0,3,69,0,24,0,80,24,60,28,18,0,4,18,0,0,0,0,2,0
minecraft.dropped.composter,0,0,2,0,0,0,5,3,16,0,0,0,0,0,0,0,57,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,72,0,1,1,0,0,0,0,15,0,0,0,0,0,0,0
minecraft.dropped.cooked_beef,0,0,1,0,0,34,448,79,130,0,0,0,0,0,0,0,276,0,4,55,41,0,494,0,0,0,0,34,0,0,134,37,0,987,140,25,0,234,134,28,0,36,64,0,0,0,0,148,0
minecraft.dropped.cooked_chicken,0,0,2,0,0,325,1,67,59,0,0,0,0,0,0,0,155,0,6,6,0,0,62,0,0,0,0,2,0,0,0,6,0,113,0,5,1,70,40,9,0,14,6,0,0,0,0,2,0
minecraft.dropped.cooked_cod,0,0,2,0,0,0,0,3,246,0,0,0,0,0,0,0,40,0,3,0,3,0,121,0,0,0,0,6,0,0,0,0,0,222,0,4,0,82,1,297,0,0,0,0,0,0,0,0,0
minecraft.dropped.cooked_mutton,0,0,1,0,0,2,3,0,25,0,0,0,0,0,0,0,227,0,1,8,0,0,16,0,0,0,0,53,0,0,0,42,0,15,0,65,0,329,0,0,0,2,0,0,0,0,0,0,0
minecraft.dropped.cooked_porkchop,0,43,0,0,0,234,37,23,236,0,0,0,0,0,0,0,360,0,12,6,0,0,735,0,0,0,0,1,0,0,0,22691,0,284,3,78,0,170,323,7,0,18,1,0,0,0,0,115,0
minecraft.dropped.cooked_rabbit,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.cooked_salmon,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,87,0,0,0,0,0,3,0,0,0,0,0,0,0,0,64,0,0,0,4,0,109,0,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.cookie,0,0,8,0,0,180,9,1301,64,0,0,0,0,0,0,0,890,0,20,0,0,0,12,0,0,0,0,39,0,0,0,23,0,110,133,1,0,16,0,90,0,216,3,0,0,0,0,15,0
minecraft.dropped.cornflower,0,0,37,0,0,2,7,12,100,0,0,0,0,0,0,0,6,0,1185,5,0,0,735,0,0,0,0,0,0,0,0,1,0,798,0,32,17,1,1,0,0,1,0,0,0,0,0,22,0
minecraft.dropped.cracked_nether_bricks,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.dropped.cracked_polished_blackstone_bricks,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,1,0,6,347,0,0,116,0,0,0,0,60,0,0,0,2,0,0,0,8,0,5,11,0,0,9,0,0,0,0,0,0,0
