Player Name,BadTimeWithScar,BdoubleO100,Biffa001,Biffa2001,Cub_Cam,Docm77,Etho,EvilXisuma,GoodTimeWithScar,ImpulseCam,Lechaion,Mumbo,MumboJumbo,PythonCam,PythonGB,Renthedog,Stressmonster101,Stressmonsterin,Tango,TangoCam,Tinfoilchef,VintageBeef,WFRTNews,WellsGlazes,WelsCam,Welsknight,Xisuma,ZedCam,Zedaph,ZombieCleo,cubfan135,falsesymmetry,iJevin,impulseSV,isGall85,iskall85,joehillssays,renthebob,truesymmetry,xBCam,xBCrafted,xisumavoid
stat.drop.minecraft.dispenser,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,2,0,0,1,0,1,0,13,0,0,0,0,0,0
stat.drop.minecraft.double_plant,0,0,0,0,0,1,0,0,28,0,0,0,349,0,7,8,35,0,109,0,2,0,0,0,0,0,1,0,13,0,1,0,1,6,0,68,6,0,0,0,2,0
stat.drop.minecraft.dragon_breath,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
stat.drop.minecraft.dragon_egg,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
stat.drop.minecraft.dropper,0,0,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0,0,69,0,0,0,0,0,0,5,13,0,0,0,0,0,0,37,0,10,0,0,0,0,2,0
stat.drop.minecraft.dye,0,247,0,22,0,747,35,0,262,0,0,0,5979,0,240,864,443,0,675,0,200,1,0,0,0,1,263,0,2023,3,1918,757,153,717,0,3734,266,0,0,0,294,0
stat.drop.minecraft.egg,0,11,0,0,0,1,1,0,55,0,0,0,226,0,11,6,1,0,8670,0,1244,6,0,0,0,2,43,0,2336,69,34,47,2,97,0,52,17,0,0,0,12,0
stat.drop.minecraft.elytra,0,4,0,0,0,0,2,0,5,0,0,0,4,0,3,1,0,0,10,0,0,2,0,0,0,3,3,0,17,0,17,2,0,6,0,7,0,0,0,0,1,0
stat.drop.minecraft.emerald,0,0,0,0,0,0,0,0,36,0,0,0,347,0,0,0,0,0,1711,0,0,0,0,0,0,0,0,0,10,1,328,97,0,897,0,68,0,0,0,0,4,0
stat.drop.minecraft.emerald_block,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
stat.drop.minecraft.enchanted_book,0,1,0,1,0,1,0,0,182,0,0,0,155,0,3,0,1,0,36,0,16,0,0,0,0,1,39,0,190,0,5,1,254,31,0,11,0,0,0,0,5,0
stat.drop.minecraft.end_bricks,0,0,0,0,0,0,0,0,41,0,0,0,46,0,7,77,0,0,20,0,18,0,0,0,0,0,23,0,300,0,0,12,0,21,0,160,0,0,0,0,2,0
stat.drop.minecraft.end_crystal,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,4,0
stat.drop.minecraft.end_rod,0,0,0,0,0,0,0,0,36,0,0,0,16,0,0,19,0,0,2,0,0,0,0,0,0,0,4,0,41,0,53,0,4,0,0,1,0,0,0,0,1,0
stat.drop.minecraft.end_stone,0,0,0,0,0,1,0,0,9,0,0,0,3,0,1,14,0,0,171,0,0,0,0,0,0,1,110,0,38,0,58,2,1,0,0,3,0,0,0,0,0,0
stat.drop.minecraft.ender_chest,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,4,0,4,0,10,1,0,0,0,1,0,0,0,0,1,1
stat.drop.minecraft.ender_eye,0,2,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,60,0,0,0,0,0,0,16,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0
stat.drop.minecraft.ender_pearl,0,3,0,5972,0,1072,185,0,11179,0,0,0,434,0,888,681,259,0,3616,0,164,6,0,0,0,138995,35531,0,53171,0,17478,18601,8140,1179,0,6631,8,0,0,0,1956,0
stat.drop.minecraft.feather,0,10,0,52,0,2,0,0,41,0,0,0,254,0,66,13,20,0,6909,0,1461,21,0,0,0,0,6,0,187,45,260,84,0,46,0,25,0,0,0,0,2000,0
stat.drop.minecraft.fence,0,0,0,0,0,1,3,0,201,0,0,0,25,0,0,0,0,0,50,0,4,3,0,0,0,1,90,0,131,0,88,45,62,0,0,446,0,0,0,0,2,0
stat.drop.minecraft.fence_gate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0
stat.drop.minecraft.fermented_spider_eye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stat.drop.minecraft.filled_map,0,1,0,0,0,0,0,0,21,0,0,0,5,0,0,14,0,0,8,0,0,2,0,0,0,1,1,0,2,0,24,1,0,0,0,0,0,0,0,0,1,0
stat.drop.minecraft.firework_charge,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stat.drop.minecraft.fireworks,0,93,0,64,0,0,2,0,253,0,0,0,676,0,41,428,64,0,13150,0,8,0,0,0,0,730,69,0,1244,0,787,339,119,374,0,1468,1,0,0,0,61,0
stat.drop.minecraft.fish,0,133,0,90,0,152,0,0,50,0,0,0,16718,0,47,950,253,0,503,0,1472,0,0,0,0,0,11616,0,19,0,3641,28,42,11807,0,510,0,0,0,0,2,0
stat.drop.minecraft.fishing_rod,0,3,0,1,0,2,0,0,9,0,0,0,413,0,6,177,3,0,7,0,79,0,0,0,0,500,449,0,3,0,118,55,0,227,0,12,0,0,0,0,5,0
stat.drop.minecraft.flint,0,103,0,9,0,2,23,0,2307,0,0,0,248,0,75,5509,2,0,125,0,107,8,0,0,0,0,329,0,291,3,380,658,150,653,0,1022,36,0,0,0,54,0
stat.drop.minecraft.flint_and_steel,0,1,0,1,0,1,0,0,8,0,0,0,4,0,1,16,1,0,30,0,0,0,0,0,0,0,4,0,18,0,8,0,0,3,0,14,0,0,0,0,2,0
stat.drop.minecraft.flower_pot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,2,32,0,0,0,0,0,0,0,0,2,0
stat.drop.minecraft.furnace,0,0,0,0,0,0,2,0,14,0,0,0,71,0,1,3,26,0,45,0,1,0,0,0,0,0,35,0,3,0,11,42,6,20,0,41,1,0,0,0,7,0
stat.drop.minecraft.ghast_tear,0,6,0,0,0,9,5,0,0,0,0,0,5,0,1,0,0,0,39,0,0,4,0,0,0,6,0,0,1,0,12,1,0,15,0,2,0,0,0,0,4,0
stat.drop.minecraft.glass,0,1,0,0,0,3,4,0,457,0,0,0,2384,0,262,17,0,0,1298,0,3,77,0,0,0,25,82,0,63,8,316,491,32,1057,0,410,1,0,0,0,130,11
stat.drop.minecraft.glass_bottle,0,1,0,0,0,0,0,0,51,0,0,0,151,0,2,67,0,0,7757,0,65,0,0,0,0,0,12496,0,125,0,5389,39,2,35,0,72,3,0,0,0,10,0
stat.drop.minecraft.glass_pane,0,64,0,3,0,64,0,0,95,0,0,0,106,0,4,0,0,0,15,0,0,0,0,0,0,16,1,0,23,0,1,0,0,32,0,2,0,0,0,0,11,0
stat.drop.minecraft.glowstone,0,0,0,0,0,0,0,0,5,0,0,0,10,0,1,1,1,0,466,0,0,0,0,0,0,6,37,0,122,2,55,0,0,15,0,3,5,0,0,0,31,0
stat.drop.minecraft.glowstone_dust,0,0,0,0,0,0,0,0,27,0,0,0,270,0,0,4,1,0,1057,0,0,3,0,0,0,0,44,0,1,2,22,8,2,79,0,62,0,0,0,0,0,0
stat.drop.minecraft.gold_block,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,26,0,0,0,0,0,0,0,0,0,51,0,0,0,0,135,0,0,0,0,0,0,0,0
stat.drop.minecraft.gold_ingot,0,0,0,3,0,0,0,0,0,0,0,0,17,0,91,325,2,0,3,0,14,0,0,0,0,0,38,0,224,0,10,7,0,86,0,234,0,0,0,0,64,0
stat.drop.minecraft.gold_nugget,0,0,0,0,0,0,2,0,32,0,0,0,68,0,120,280,8,0,475,0,0,0,0,0,0,36,17,0,44,0,138,16,0,169,0,127,0,0,0,0,26,0
stat.drop.minecraft.gold_ore,0,4,0,0,0,17,0,0,50,0,0,0,85,0,0,5,0,0,44,0,0,0,0,0,0,0,4,0,31,0,72,6,1,12,0,31,0,0,0,0,2,0
stat.drop.minecraft.golden_apple,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,2,0,5,0,5,4,2,0,0,2,0,0,0,0,12,0
stat.drop.minecraft.golden_axe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
stat.drop.minecraft.golden_boots,0,5,0,0,0,7,1,0,140,0,0,0,13,0,8,174,13,0,58,0,2,1,0,0,0,1,7,0,11,0,10,32,7,18,0,101,0,0,0,0,59,0
stat.drop.minecraft.golden_carrot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,8,0,0,0,0,1,0,0,0,0,0,0
stat.drop.minecraft.golden_chestplate,0,4,0,1,0,7,1,0,84,0,0,0,3,0,7,117,7,0,38,0,1,2,0,0,0,6,3,0,18,5,21,23,4,14,0,69,0,0,0,0,54,0
stat.drop.minecraft.golden_helmet,0,1,0,2,0,9,0,0,113,0,0,0,7,0,9,135,10,0,32,0,1,2,0,0,0,5,0,0,7,0,4,23,4,8,0,84,0,0,0,0,48,0
stat.drop.minecraft.golden_horse_armor,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0
stat.drop.minecraft.golden_leggings,0,4,0,1,0,5,1,0,128,0,0,0,6,0,4,115,16,0,51,0,2,2,0,0,0,3,5,0,2,1,8,23,10,11,0,105,0,0,0,0,71,0
stat.drop.minecraft.golden_rail,0,247,0,0,0,0,0,0,66,0,0,0,3,0,1,64,0,0,224,0,0,0,0,0,0,0,165,0,62,0,17,0,0,56,0,212,0,0,0,0,0,0
stat.drop.minecraft.golden_sword,0,2,0,0,0,2,0,0,1,0,0,0,27,0,0,450,1,0,36,0,1,0,0,0,0,14,4,0,2,0,22,3,2,512,0,578,0,0,0,0,4,0
stat.drop.minecraft.grass,0,5,0,17,0,3,18,0,1554,0,0,0,2275,0,76,95,119,0,2491,0,0,0,0,0,0,494,274,0,876,1,1422,305,0,165,0,1792,15,0,0,0,40,0
stat.drop.minecraft.gravel,0,18,0,85,0,65,35,0,2871,0,0,0,3123,0,331,2188,87,0,823,0,202,27,0,0,0,72,828,0,1201,0,1319,1174,360,219,0,1383,16,0,0,0,269,0
stat.drop.minecraft.gray_glazed_terracotta,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stat.drop.minecraft.gray_shulker_box,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66,1,0,0,0,6,0,0,0,0,0,0
stat.drop.minecraft.green_glazed_terracotta,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stat.drop.minecraft.green_shulker_box,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,10,1,0,1,0,1,0,0,0,0,0,0
stat.drop.minecraft.gunpowder,0,23,0,2,0,5,3,0,972,0,0,0,1018,0,1011,1097,36,0,1733,0,27,0,0,0,0,39,507,0,479,0,1715,54,48,5301,0,10974,15,0,0,0,97,0
stat.drop.minecraft.hardened_clay,0,2,0,0,0,1,4,0,1220,0,0,0,233,0,0,6,0,0,4,0,0,21,0,0,0,0,193,0,487,0,456,168,40,5,0,19,1,0,0,0,0,0
stat.drop.minecraft.hay_block,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0
stat.drop.minecraft.heavy_weighted_pressure_plate,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,68,4,1,0,0,1,0,0,0,0,0,0,0,0
stat.drop.minecraft.hopper,0,0,0,0,0,0,0,0,38,0,0,0,249,0,4,0,1,0,92,0,0,0,0,0,0,0,0,0,13,0,17,8,0,21,0,0,0,0,0,0,4,0
stat.drop.minecraft.hopper_minecart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stat.drop.minecraft.ice,0,0,0,0,0,1,0,0,536,0,0,0,67,0,0,0,0,0,498,0,0,0,0,0,0,13,1,0,128,0,471,5,0,228,0,53,0,0,0,0,0,0
stat.drop.minecraft.iron_axe,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,15,0,0,39,0,0,0,0,0,0,1,1,0,0,0,2,2,1,3,0,1,0,0,0,0,0,0
stat.drop.minecraft.iron_bars,0,15,0,0,0,7,0,0,123,0,0,0,1036,0,0,27,2,0,430,0,3,5,0,0,0,0,144,0,30,0,154,15,16,83,0,2,0,0,0,0,90,0
stat.drop.minecraft.iron_block,0,49,0,0,0,0,0,0,36,0,0,0,182,0,1,2,84,0,3221,0,0,0,0,0,0,0,143,0,1519,0,762,168,0,989,0,169,16,0,0,0,119,0
stat.drop.minecraft.iron_boots,0,1,0,0,0,1,1,0,9,0,0,0,0,0,2,20,2,0,12,0,0,1,0,0,0,0,2,0,17,0,1,4,0,4,0,3,0,0,0,0,5,0
stat.drop.minecraft.iron_chestplate,0,0,0,1,0,0,0,0,5,0,0,0,4,0,2,10,1,0,8,0,0,2,0,0,0,0,4,0,19,0,3,3,0,3,0,5,5,0,0,0,3,0
stat.drop.minecraft.iron_door,0,0,0,0,0,0,0,0,4,0,0,0,10,0,1,1,0,0,3,0,0,0,0,0,0,0,6,0,1,0,15,4,0,3,0,3,0,0,0,0,0,0
stat.drop.minecraft.iron_helmet,0,0,0,1,0,2,0,0,10,0,0,0,2,0,1,9,0,0,42,0,0,3,0,0,0,0,4,0,13,0,6,8,0,7,0,10,4,0,0,0,4,0
stat.drop.minecraft.iron_hoe,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,2,0
stat.drop.minecraft.iron_horse_armor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0
stat.drop.minecraft.iron_ingot,0,11,0,19,0,42,0,0,152,0,0,0,1820,0,316,1112,6,0,4620,0,8,0,0,0,0,16,3954,0,3836,0,470,7119,0,138,0,97,6,0,0,0,21,0
stat.drop.minecraft.iron_leggings,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,5,0,0,13,0,0,1,0,0,0,1,2,0,15,0,2,2,0,3,0,9,5,0,0,0,2,0
stat.drop.minecraft.iron_nugget,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,924,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0
stat.drop.minecraft.iron_ore,0,3,0,0,0,12,1,0,608,0,0,0,872,0,285,6,38,0,141,0,8,0,0,0,0,0,602,0,104,0,79,593,57,46,0,225,0,0,0,0,33,0
stat.drop.minecraft.iron_pickaxe,0,0,0,0,0,0,2,0,2,0,0,0,8,0,7,10,0,0,14,0,2,2,0,0,0,1,2,0,22,1,1,5,3,8,0,7,4,0,0,0,3,0
stat.drop.minecraft.iron_shovel,0,0,0,2,0,1,2,0,43,0,0,0,8,0,2,46,3,0,48,0,4,1,0,0,0,2,24,0,6,1,11,7,2,20,0,58,0,0,0,0,23,0
stat.drop.minecraft.iron_sword,0,0,0,0,0,0,1,0,36,0,0,0,1,0,22,37,2,0,30,0,0,1,0,0,0,0,1,0,13,0,4,1,0,4,0,29,0,0,0,0,14,0
stat.drop.minecraft.iron_trapdoor,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,3,0,68,0,160,0,0,2,0,6,0,0,0,0,3,0
stat.drop.minecraft.item_frame,0,1,0,2,0,0,0,0,23,0,0,0,9,0,1,29,2,0,4,0,0,0,0,0,0,0,1,0,8,0,6,2,0,2,0,1,0,0,0,0,0,0
stat.drop.minecraft.jukebox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
stat.drop.minecraft.jungle_boat,0,2,0,1,0,0,0,0,1,0,0,0,4,0,2,14,0,0,0,0,0,0,0,0,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
stat.drop.minecraft.jungle_door,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stat.drop.minecraft.jungle_fence,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25,0,64,0,0,0,0,0,0,0,0,0,0,0
stat.drop.minecraft.jungle_fence_gate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0
stat.drop.minecraft.jungle_stairs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
stat.drop.minecraft.ladder,0,23,0,0,0,35,3,0,145,0,0,0,116,0,18,201,35,0,715,0,0,27,0,0,0,35,137,0,373,0,115,73,0,56,0,132,0,0,0,0,55,0
stat.drop.minecraft.lapis_block,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,40,0,14,0,0,0,0,0,0,0,0,0,0,0
stat.drop.minecraft.lapis_ore,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,4,0,0,1,0,0,0,0,1,0
stat.drop.minecraft.lava_bucket,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,16,0,5,0,0,0,0,0,0,0,0,0,0,0
stat.drop.minecraft.lead,0,0,0,1,0,0,0,0,11,0,0,0,2,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,199,0,5,25,0,1,0,0,0,0,0,0,1,0
stat.drop.minecraft.leather,0,2,0,2,0,4,0,0,2315,0,0,0,363,0,1,366,16,0,25,0,0,0,0,0,0,16,2,0,24,0,71,83,149,137,0,485,0,0,0,0,11,0
stat.drop.minecraft.leather_boots,0,23,0,1,0,11,2,0,114,0,0,0,112,0,7,203,11,0,37,0,72,6,0,0,0,147,150,0,33,0,45,62,5,76,0,96,1,0,0,0,56,0
stat.drop.minecraft.leather_chestplate,0,21,0,0,0,13,1,0,99,0,0,0,7,0,4,117,7,0,21,0,42,2,0,0,0,3,2,0,42,1,12,40,7,12,0,74,3,0,0,0,40,0
stat.drop.minecraft.leather_helmet,0,16,0,0,0,13,1,0,85,0,0,0,3,0,4,166,2,0,23,0,45,3,0,0,0,3,5,0,21,0,10,21,3,19,0,53,2,0,0,0,40,0
stat.drop.minecraft.leather_leggings,0,19,0,0,0,6,0,0,117,0,0,0,12,0,7,101,9,0,23,0,57,3,0,0,0,4,4,0,37,0,9,30,4,14,0,62,0,0,0,0,54,0
stat.drop.minecraft.leaves,0,1174,0,5,0,103,1,0,1110,0,0,0,932,0,19,16,20,0,610,0,0,36,0,0,0,2,403,0,1261,0,327,190,1,337,0,337,2,0,0,0,221,0
stat.drop.minecraft.leaves2,0,0,0,2,0,0,0,0,189,0,0,0,239,0,0,48,6,0,0,0,0,34,0,0,0,2,8,0,1,0,129,8,0,0,0,1,36,0,0,0,11,0
stat.drop.minecraft.lever,0,31,0,3,0,3,1,0,156,0,0,0,136,0,0,0,0,0,225,0,0,1,0,0,0,2,67,0,75,6,53,4,2,102,0,19,0,0,0,0,12,0
stat.drop.minecraft.light_blue_glazed_terracotta,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0
stat.drop.minecraft.light_blue_shulker_box,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,1,0,0,0,0,0,0
stat.drop.minecraft.light_weighted_pressure_plate,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
stat.drop.minecraft.lime_glazed_terracotta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
stat.drop.minecraft.lime_shulker_box,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,33,0,0,0,0,0,0,0,0,0,0,0
stat.drop.minecraft.lit_pumpkin,0,0,0,0,0,0,0,0,0,0,0,0,417,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,8,0,128,0,0,0,0,1,0,0,0,0,0,0
stat.drop.minecraft.log,0,65,0,27,0,112,14,0,2760,0,0,0,629,0,65,347,302,0,322,0,8,51,0,0,0,16,287,0,860,0,1522,3761,69,93,0,188,2,0,0,0,315,0
stat.drop.minecraft.log2,0,7,0,0,0,0,0,0,346,0,0,0,134,0,0,20,6,0,75,0,0,3,0,0,0,8,211,0,43,0,326,443,0,0,0,1,0,0,0,0,217,0
stat.drop.minecraft.magenta_glazed_terracotta,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stat.drop.minecraft.magenta_shulker_box,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
stat.drop.minecraft.magma,0,0,0,0,0,0,0,0,4,0,0,0,99,0,0,356,0,0,7,0,0,0,0,0,0,0,6,0,49,0,20,2,0,6,0,31,0,0,0,0,0,0
stat.drop.minecraft.magma_cream,0,0,0,0,0,0,0,0,8,0,0,0,59,0,0,19,0,0,86,0,0,0,0,0,0,0,1,0,11,0,31,0,3,86,0,56,0,0,0,0,6,0
stat.drop.minecraft.map,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
stat.drop.minecraft.melon,0,0,0,0,0,7,0,0,7,0,0,0,1877,0,0,1,0,0,10277,0,69,0,0,0,0,6,0,0,39,0,289,41,0,144,0,5,0,0,0,0,0,0
stat.drop.minecraft.melon_block,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0
stat.drop.minecraft.melon_seeds,0,2,0,4,0,4,0,0,6,0,0,0,128,0,0,0,0,0,19,0,2,0,0,0,0,3,14,0,50,0,0,6,0,0,0,6,0,0,0,0,5,0
stat.drop.minecraft.milk_bucket,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,1,0
stat.drop.minecraft.minecart,0,3,0,0,0,2,0,0,19,0,0,0,46,0,1,27,0,0,70,0,0,0,0,0,0,0,26,0,8,0,95,7,0,59,0,39,0,0,0,0,10,1
stat.drop.minecraft.mossy_cobblestone,0,3,0,2,0,0,4,0,52,0,0,0,110,0,3,11,0,0,50,0,1,0,0,0,0,0,48,0,157,0,52,66,1,6,0,139,0,0,0,0,7,0
stat.drop.minecraft.mushroom_stew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0
stat.drop.minecraft.mutton,0,7,0,0,0,0,0,0,20,0,0,0,310,0,5,0,1,0,2,0,2,12,0,0,0,1,2,0,20,0,61,50,0,0,0,56,0,0,0,0,5,0
stat.drop.minecraft.mycelium,0,1,0,0,0,9,0,0,7,0,0,0,229,0,0,0,0,0,26,0,0,0,0,0,0,0,11650,0,47,0,924,177,0,0,0,7159,0,0,0,0,0,0
stat.drop.minecraft.name_tag,0,2,0,0,0,0,0,0,16,0,0,0,400,0,0,36,0,0,36,0,2,0,0,0,0,0,3,0,7,0,53,4,0,82,0,3,0,0,0,0,0,0
stat.drop.minecraft.nether_brick,0,0,0,0,0,0,0,0,25,0,0,0,37,0,0,0,0,0,3735,0,0,0,0,0,0,0,3,0,5,0,66,8,0,1829,0,1,70,0,0,0,64,0
stat.drop.minecraft.nether_brick_fence,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,415,0,0,0,0,0,0,1,0,0,33,0,91,0,0,7,0,7,0,0,0,0,54,0
stat.drop.minecraft.nether_brick_stairs,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1046,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,3,0,0,0,0,0,0
stat.drop.minecraft.nether_star,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
stat.drop.minecraft.nether_wart,0,273,0,0,0,0,0,0,41,0,0,0,2,0,0,920,1,0,416,0,0,4,0,0,0,0,576,0,187,0,102,0,51,43,0,68,0,0,0,0,0,0
stat.drop.minecraft.nether_wart_block,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,8,0,136,0,0,0,0,0,0,0,0,0,0,0
stat.drop.minecraft.netherbrick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
stat.drop.minecraft.netherrack,0,2052,0,886,0,6118,51,0,18565,0,0,0,6743,0,4713,12124,1830,0,8122,0,100,2603,0,0,0,9745,4395,0,2116,0,10322,18532,2159,9794,0,32808,1836,0,0,0,6338,0
stat.drop.minecraft.noteblock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,1,0,5,0,0,0,0,2,0,4,0,0,0,0,0,0
stat.drop.minecraft.oak_stairs,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,3,0,0,0,0,12,0
